Roary,Name,HG003ProkkaGene,HG003ProkkaTag,HG003ProkkaStart,HG003ProkkaStop,HG003NewTag,HG003NewStart,HG003NewStop,HG003Description,USA300ProkkaGene,USA300ProkkaTag,USA300ProkkaStart,USA300ProkkaStop,USA300NewTag,USA300NewStart,USA300NewStop,USA300OldTag,USA300OldStart,USA300OldStop,USA300Description,MW2ProkkaGene,MW2ProkkaTag,MW2ProkkaStart,MW2ProkkaStop,MW2NewTag,MW2NewStart,MW2NewStop,MW2OldTag,MW2OldStart,MW2OldStop,MW2Description,MSSA476ProkkaGene,MSSA476ProkkaTag,MSSA476ProkkaStart,MSSA476ProkkaStop,MSSA476NewTag,MSSA476NewStart,MSSA476NewStop,MSSA476OldTag,MSSA476OldStart,MSSA476OldStop,MSSA476Description,MRSA252ProkkaGene,MRSA252ProkkaTag,MRSA252ProkkaStart,MRSA252ProkkaStop,MRSA252NewTag,MRSA252NewStart,MRSA252NewStop,MRSA252OldTag,MRSA252OldStart,MRSA252OldStop,MRSA252Description
pchA,menF,pchA,HG003_00871,952922,954283,SAOUHSC_00982,953072,954283,Salicylate biosynthesis isochorismate synthase,pchA,USA300_00976,1046995,1048356,USA300HOU_RS05185,1046995,1048356,USA300HOU_0990,1046986,1048356,Salicylate biosynthesis isochorismate synthase,pchA,MW2_00929,1016897,1018258,MW_RS04975,1016897,1018258,MW0926,1016897,1018258,Salicylate biosynthesis isochorismate synthase,pchA,A476_00969,1045620,1046981,SAS_RS05175,1045770,1046981,SAS0978,1045611,1046981,Salicylate biosynthesis isochorismate synthase,pchA,MRSA252_00986,1057518,1058879,SAR_RS05160,1057518,1058879,SAR1016,1057509,1058879,Salicylate biosynthesis isochorismate synthase
menH,menH,menH,HG003_00873,955930,956733,SAOUHSC_00984,955930,956733,2-succinyl-6-hydroxy-2%2C4-cyclohexadiene-1-carboxylate synthase,menH,USA300_00978,1050003,1050806,USA300HOU_RS05195,1050003,1050806,USA300HOU_0992,1050003,1050806,2-succinyl-6-hydroxy-2%2C4-cyclohexadiene-1-carboxylate synthase,menH,MW2_00931,1019905,1020708,MW_RS04985,1019905,1020708,MW0928,1019905,1020708,2-succinyl-6-hydroxy-2%2C4-cyclohexadiene-1-carboxylate synthase,menH,A476_00971,1048628,1049431,SAS_RS05185,1048628,1049431,SAS0980,1048628,1049431,2-succinyl-6-hydroxy-2%2C4-cyclohexadiene-1-carboxylate synthase,menH,MRSA252_00988,1060526,1061329,SAR_RS05170,1060526,1061329,SAR1018,1060526,1061329,2-succinyl-6-hydroxy-2%2C4-cyclohexadiene-1-carboxylate synthase
mepA,mepA,mepA,HG003_00276,329364,330719,SAOUHSC_00315,329364,330719,Multidrug export protein MepA,mepA,USA300_00340,387348,388703,USA300HOU_RS01775,387348,388703,USA300HOU_0355,387348,388703,Multidrug export protein MepA,mepA,MW2_00309,360445,361800,MW_RS01640,360445,361800,MW0311,360445,361800,Multidrug export protein MepA,mepA,A476_00306,359090,360445,SAS_RS01610,359090,360445,SAS0311,359090,360445,Multidrug export protein MepA,mepA,MRSA252_00322,376571,377926,SAR_RS01660,376571,377926,SAR0331,376571,377926,Multidrug export protein MepA
group_1002,mepB,,HG003_00277,330823,331263,SAOUHSC_00316,330823,331263,hypothetical protein,,USA300_00341,388807,389247,USA300HOU_RS01780,388807,389247,USA300HOU_0356,388807,389247,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_348,mepB2,,,,,,,,,,,,,,,,,,,,,MW2_00310,361907,362347,MW_RS01645,361907,362347,MW0312,361907,362347,hypothetical protein,,A476_00307,360552,360992,SAS_RS01615,360552,360992,SAS0312,360552,360992,hypothetical protein,,MRSA252_00323,378032,378472,SAR_RS01665,378032,378472,SAR0332,378032,378472,hypothetical protein
mepM_2,mepM_1,mepM,HG003_02188,2287360,2288214,SAOUHSC_02464,2287360,2288214,Murein DD-endopeptidase MepM,mepM_2,USA300_02217,2340725,2341579,USA300HOU_RS11945,2340725,2341579,USA300HOU_2198,2340725,2341579,Murein DD-endopeptidase MepM,,,,,,,,,,,,,,,,,,,,,,,mepM_2,MRSA252_02266,2378207,2379061,SAR_RS11990,2378207,2379061,SAR2293,2378207,2379061,Murein DD-endopeptidase MepM
mepM_1,mepM_2,,,,,,,,,mepM_1,USA300_01975,2097416,2101945,USA300HOU_RS10615,2097416,2101945,USA300HOU_1959,2097416,2101945,Murein DD-endopeptidase MepM,,,,,,,,,,,,,,,,,,,,,,,mepM_1,MRSA252_02025,2137898,2142427,SAR_RS10700,2137898,2142427,SAR2050,2137898,2142427,Murein DD-endopeptidase MepM
slyA_1,mepR,slyA_1,HG003_00275,328838,329257,SAOUHSC_00314,328838,329257,Transcriptional regulator SlyA,slyA_1,USA300_00339,386822,387241,USA300HOU_RS01770,386822,387241,USA300HOU_0354,386822,387241,Transcriptional regulator SlyA,slyA_1,MW2_00308,359919,360338,MW_RS01635,359919,360338,MW0310,359919,360338,Transcriptional regulator SlyA,slyA_1,A476_00305,358564,358983,SAS_RS01605,358564,358983,SAS0310,358564,358983,Transcriptional regulator SlyA,slyA_1,MRSA252_00321,376045,376464,SAR_RS01655,376045,376464,SAR0330,376045,376464,Transcriptional regulator SlyA
metC,metC,metC,HG003_00299,353960,355120,SAOUHSC_00340,353960,355120,Cystathionine beta-lyase MetC,metC,USA300_00363,411998,413158,USA300HOU_RS01900,411998,413158,USA300HOU_0379,411998,413158,Cystathionine beta-lyase MetC,metC,MW2_00332,384953,386113,MW_RS01760,384953,386113,MW0334,384953,386113,Cystathionine beta-lyase MetC,metC,A476_00329,383598,384758,SAS_RS01730,383598,384758,SAS0334,383598,384758,Cystathionine beta-lyase MetC,metC,MRSA252_00346,401331,402491,SAR_RS01785,401331,402491,SAR0355,401331,402491,Cystathionine beta-lyase MetC
metE,metE,metE,HG003_00297,349925,352153,SAOUHSC_00338,349925,352153,5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase,metE,USA300_00361,407963,410191,USA300HOU_RS01890,407963,410191,USA300HOU_0377,407963,410191,5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase,metE,MW2_00330,380918,383146,MW_RS01750,380918,383146,MW0332,380918,383146,5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase,metE,A476_00327,379563,381791,SAS_RS01720,379563,381791,SAS0332,379563,381791,5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase,metE,MRSA252_00344,397296,399524,SAR_RS01775,397296,399524,SAR0353,397296,399524,5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
yitJ,metF,yitJ,HG003_00298,352150,353991,SAOUHSC_00339,352150,353991,Bifunctional homocysteine S-methyltransferase/5%2C10-methylenetetrahydrofolate reductase,yitJ,USA300_00362,410188,412029,USA300HOU_RS01895,410188,412029,USA300HOU_0378,410188,412029,Bifunctional homocysteine S-methyltransferase/5%2C10-methylenetetrahydrofolate reductase,yitJ,MW2_00331,383143,384984,MW_RS01755,383143,384984,MW0333,383143,384984,Bifunctional homocysteine S-methyltransferase/5%2C10-methylenetetrahydrofolate reductase,yitJ,A476_00328,381788,383629,SAS_RS01725,381788,383629,SAS0333,381788,383629,Bifunctional homocysteine S-methyltransferase/5%2C10-methylenetetrahydrofolate reductase,yitJ,MRSA252_00345,399521,401362,SAR_RS01780,399521,401362,SAR0354,399521,401362,Bifunctional homocysteine S-methyltransferase/5%2C10-methylenetetrahydrofolate reductase
metI,metI,metI,HG003_00300,355117,356220,SAOUHSC_00341,355117,356220,Cystathionine gamma-synthase/O-acetylhomoserine (thiol)-lyase,metI,USA300_00364,413155,414258,USA300HOU_RS01905,413155,414258,USA300HOU_0380,413155,414258,Cystathionine gamma-synthase/O-acetylhomoserine (thiol)-lyase,metI,MW2_00333,386110,387213,MW_RS01765,386110,387213,MW0335,386110,387213,Cystathionine gamma-synthase/O-acetylhomoserine (thiol)-lyase,metI,A476_00330,384755,385858,SAS_RS01735,384755,385858,SAS0335,384755,385858,Cystathionine gamma-synthase/O-acetylhomoserine (thiol)-lyase,metI,MRSA252_00347,402488,403591,SAR_RS01790,402488,403591,SAR0356,402488,403591,Cystathionine gamma-synthase/O-acetylhomoserine (thiol)-lyase
metK,metK,metK,HG003_01673,1817570,1818763,SAOUHSC_01909,1817570,1818763,S-adenosylmethionine synthase,metK,USA300_01775,1914628,1915821,USA300HOU_RS09495,1914628,1915821,USA300HOU_1777,1914628,1915821,S-adenosylmethionine synthase,metK,MW2_01714,1879411,1880604,MW_RS09230,1879411,1880604,MW1728,1879411,1880604,S-adenosylmethionine synthase,metK,A476_01692,1858746,1859939,SAS_RS09105,1858746,1859939,SAS1711,1858746,1859939,S-adenosylmethionine synthase,metK,MRSA252_01820,1957638,1958831,SAR_RS09595,1957638,1958831,SAR1870,1957638,1958831,S-adenosylmethionine synthase
metN2,metN1,metN2,HG003_00737,813120,814145,SAOUHSC_00842,813120,814145,Methionine import ATP-binding protein MetN 2,metN2,USA300_00824,893249,894274,USA300HOU_RS04405,893249,894274,USA300HOU_0847,893249,894274,Methionine import ATP-binding protein MetN 2,metN2,MW2_00795,877242,878267,MW_RS04285,877242,878267,MW0790,877242,878267,Methionine import ATP-binding protein MetN 2,metN2,A476_00772,861211,862236,SAS_RS04175,861211,862236,SAS0779,861211,862236,Methionine import ATP-binding protein MetN 2,metN2,MRSA252_00843,908597,909622,SAR_RS04430,908597,909622,SAR0870,908597,909622,Methionine import ATP-binding protein MetN 2
metN,metN2,metN,HG003_00369,424710,425735,SAOUHSC_00423,424710,425735,Methionine import ATP-binding protein MetN,metN,USA300_00440,488675,489700,USA300HOU_RS02325,488675,489700,,,,Methionine import ATP-binding protein MetN,metN,MW2_00410,467419,468444,MW_RS02205,467419,468444,MW0416,467419,468444,Methionine import ATP-binding protein MetN,metN,A476_00407,466081,467106,SAS_RS02175,466081,467106,SAS0419,466081,467106,Methionine import ATP-binding protein MetN,metN,MRSA252_00439,490014,491039,SAR_RS02290,490014,491039,SAR0461,490014,491039,Methionine import ATP-binding protein MetN
metP_2,metP1,metP_2,HG003_00738,814138,814833,SAOUHSC_00843,814138,814833,Methionine import system permease protein MetP,metP_2,USA300_00825,894267,894962,USA300HOU_RS04410,894267,894962,USA300HOU_0848,894267,894962,Methionine import system permease protein MetP,metP_2,MW2_00796,878260,878955,MW_RS04290,878260,878955,MW0791,878260,878955,Methionine import system permease protein MetP,metP_2,A476_00773,862229,862924,SAS_RS04180,862229,862924,SAS0780,862229,862924,Methionine import system permease protein MetP,metP_2,MRSA252_00844,909615,910310,SAR_RS04435,909615,910310,SAR0871,909615,910310,Methionine import system permease protein MetP
metP_1,metP2,metP_1,HG003_00370,425739,426398,SAOUHSC_00424,425739,426398,Methionine import system permease protein MetP,metP_1,USA300_00441,489704,490363,USA300HOU_RS02330,489704,490363,,,,Methionine import system permease protein MetP,metP_1,MW2_00411,468448,469107,MW_RS02210,468448,469107,MW0417,468448,469107,Methionine import system permease protein MetP,metP_1,A476_00408,467110,467769,SAS_RS02180,467110,467769,SAS0420,467110,467769,Methionine import system permease protein MetP,metP_1,MRSA252_00440,491043,491702,SAR_RS02295,491043,491702,SAR0462,491043,491702,Methionine import system permease protein MetP
metQ_2,metQ1,metQ_2,HG003_00739,814851,815672,SAOUHSC_00844,814851,815672,Methionine-binding lipoprotein MetQ,metQ_2,USA300_00826,894980,895801,USA300HOU_RS04415,894980,895801,USA300HOU_0849,894980,895801,Methionine-binding lipoprotein MetQ,metQ_2,MW2_00797,878973,879794,MW_RS04295,878973,879794,MW0792,878973,879794,Methionine-binding lipoprotein MetQ,metQ_2,A476_00774,862942,863763,SAS_RS04185,862942,863763,SAS0781,862942,863763,Methionine-binding lipoprotein MetQ,metQ_2,MRSA252_00845,910328,911149,SAR_RS04440,910328,911149,SAR0872,910328,911149,Methionine-binding lipoprotein MetQ
metQ_1,metQ2,metQ_1,HG003_00371,426435,427277,SAOUHSC_00426,426435,427277,putative D-methionine-binding lipoprotein MetQ,metQ_1,USA300_00442,490400,491242,USA300HOU_RS02335,490400,491242,USA300HOU_0464,490400,491242,putative D-methionine-binding lipoprotein MetQ,metQ_1,MW2_00412,469144,469986,MW_RS02215,469144,469986,MW0418,469144,469986,putative D-methionine-binding lipoprotein MetQ,metQ_1,A476_00409,467806,468648,SAS_RS02185,467806,468648,SAS0421,467806,468648,putative D-methionine-binding lipoprotein MetQ,metQ_1,MRSA252_00441,491739,492581,SAR_RS02300,491739,492581,SAR0463,491739,492581,putative D-methionine-binding lipoprotein MetQ
metG,metS,metG,HG003_00398,461717,463690,SAOUHSC_00461,461717,463690,Methionine--tRNA ligase,metG,USA300_00469,525682,527655,USA300HOU_RS02505,525682,527655,USA300HOU_0490,525682,527655,Methionine--tRNA ligase,metG,MW2_00439,504391,506364,MW_RS02385,504391,506364,MW0445,504391,506364,Methionine--tRNA ligase,metG,A476_00436,503053,505026,SAS_RS02355,503053,505026,SAS0447,503053,505026,Methionine--tRNA ligase,metG,MRSA252_00470,528410,530383,SAR_RS02475,528410,530383,SAR0491,528410,530383,Methionine--tRNA ligase
metX,metX,metX,HG003_00012,16106,17074,SAOUHSC_00013,16106,17074,Homoserine O-acetyltransferase,metX,USA300_00012,16133,17101,USA300HOU_RS00060,16133,17101,USA300HOU_0012,16133,17101,Homoserine O-acetyltransferase,metX,MW2_00012,16108,17076,MW_RS00060,16108,17076,MW0012,16108,17076,Homoserine O-acetyltransferase,metX,A476_00012,16108,17076,SAS_RS00060,16108,17076,SAS0012,16108,17076,Homoserine O-acetyltransferase,metX,MRSA252_00012,16096,17064,SAR_RS00060,16096,17064,SAR0012,16096,17064,Homoserine O-acetyltransferase
mfd,mfd,mfd,HG003_00411,473725,477231,SAOUHSC_00477,473725,477231,Transcription-repair-coupling factor,mfd,USA300_00482,537690,541196,USA300HOU_RS02580,537690,541196,USA300HOU_0497,537690,541196,Transcription-repair-coupling factor,mfd,MW2_00452,516399,519905,MW_RS02460,516399,519905,MW0458,516399,519905,Transcription-repair-coupling factor,mfd,A476_00449,515030,518536,SAS_RS02430,515030,518536,SAS0460,515030,518536,Transcription-repair-coupling factor,mfd,MRSA252_00483,540419,543925,SAR_RS02550,540419,543925,SAR0504,540419,543925,Transcription-repair-coupling factor
mggB_2,mggB,mggB_2,HG003_00752,828214,829533,SAOUHSC_00860,828214,829533,Mannosylglucosyl-3-phosphoglycerate phosphatase,mggB_2,USA300_00857,922299,923618,USA300HOU_RS04575,922299,923618,USA300HOU_0884,922299,923618,Mannosylglucosyl-3-phosphoglycerate phosphatase,mggB_2,MW2_00810,892299,893618,MW_RS04365,892299,893618,MW0806,892299,893618,Mannosylglucosyl-3-phosphoglycerate phosphatase,mggB_2,A476_00787,876268,877587,SAS_RS04255,876268,877587,SAS0794,876268,877587,Mannosylglucosyl-3-phosphoglycerate phosphatase,mggB_2,MRSA252_00858,924247,925566,SAR_RS04510,924247,925566,SAR0886,924247,925566,Mannosylglucosyl-3-phosphoglycerate phosphatase
mgrA,mgrA,mgrA,HG003_00607,679331,679774,SAOUHSC_00694,679331,679774,HTH-type transcriptional regulator MgrA,mgrA,USA300_00697,760153,760596,USA300HOU_RS03710,760153,760596,USA300HOU_0709,760153,760596,HTH-type transcriptional regulator MgrA,mgrA,MW2_00650,731051,731494,MW_RS03525,731051,731494,MW0648,731051,731494,HTH-type transcriptional regulator MgrA,mgrA,A476_00646,729479,729922,SAS_RS03495,729479,729922,SAS0651,729479,729922,HTH-type transcriptional regulator MgrA,mgrA,MRSA252_00714,774312,774755,SAR_RS03750,774312,774755,SAR0739,774312,774755,HTH-type transcriptional regulator MgrA
mgsR,mgsR,mgsR,HG003_00731,809502,809858,SAOUHSC_00835,809502,809858,Regulatory protein MgsR,mgsR,USA300_00818,889631,889987,USA300HOU_RS04370,889631,889987,USA300HOU_0839,889631,889987,Regulatory protein MgsR,mgsR,MW2_00789,873625,873981,MW_RS04255,873625,873981,MW0785,873625,873981,Regulatory protein MgsR,mgsR,A476_00766,857594,857950,SAS_RS04145,857594,857950,SAS0772,857594,857950,Regulatory protein MgsR,mgsR,MRSA252_00838,905131,905487,SAR_RS04400,905131,905487,SAR0863,905131,905487,Regulatory protein MgsR
mgtE,mgtE,mgtE,HG003_00835,916514,917899,SAOUHSC_00945,916514,917899,Magnesium transporter MgtE,mgtE,USA300_00941,1010598,1011983,USA300HOU_RS05000,1010598,1011983,USA300HOU_0966,1010598,1011983,Magnesium transporter MgtE,mgtE,MW2_00893,980486,981871,MW_RS04785,980486,981871,MW0890,980486,981871,Magnesium transporter MgtE,mgtE,A476_00870,964455,965840,SAS_RS04675,964455,965840,SAS0878,964455,965840,Magnesium transporter MgtE,mgtE,MRSA252_00948,1018750,1020135,SAR_RS04960,1018750,1020135,SAR0976,1018750,1020135,Magnesium transporter MgtE
mhqA_1,mhqA_1,mhqA_1,HG003_00279,333012,333938,SAOUHSC_00318,333012,333938,Putative ring-cleaving dioxygenase MhqA,mhqA_1,USA300_00343,390996,391922,USA300HOU_RS01790,390996,391922,USA300HOU_0358,390996,391922,Putative ring-cleaving dioxygenase MhqA,mhqA_1,MW2_00312,364100,365026,MW_RS01655,364100,365026,MW0314,364100,365026,Putative ring-cleaving dioxygenase MhqA,mhqA_1,A476_00309,362745,363671,SAS_RS01625,362745,363671,SAS0314,362745,363671,Putative ring-cleaving dioxygenase MhqA,mhqA_1,MRSA252_00325,380226,381152,SAR_RS01675,380226,381152,SAR0334,380226,381152,Putative ring-cleaving dioxygenase MhqA
mhqA_2,mhqA_2,mhqA_2,HG003_01243,1354528,1355337,SAOUHSC_01415,1354528,1355337,Putative ring-cleaving dioxygenase MhqA,mhqA_2,USA300_01347,1448452,1449261,USA300HOU_RS07200,1448452,1449261,USA300HOU_1346,1448452,1449261,Putative ring-cleaving dioxygenase MhqA,mhqA_2,MW2_01296,1419190,1419999,MW_RS06980,1419190,1419999,MW1301,1419190,1419999,Putative ring-cleaving dioxygenase MhqA,mhqA_2,A476_01337,1447744,1448553,SAS_RS07175,1447744,1448553,SAS1354,1447744,1448553,Putative ring-cleaving dioxygenase MhqA,mhqA_2,MRSA252_01382,1480354,1481163,SAR_RS07265,1480354,1481163,SAR1423,1480354,1481163,Putative ring-cleaving dioxygenase MhqA
mhqA_3,mhqA_3,mhqA_3,HG003_02498,2604029,2604997,SAOUHSC_02825,2604029,2604901,Putative ring-cleaving dioxygenase MhqA,mhqA_3,USA300_02524,2655537,2656505,USA300HOU_RS13660,2655537,2656505,USA300HOU_2509,2655537,2656505,Putative ring-cleaving dioxygenase MhqA,mhqA_3,MW2_02433,2602104,2603063,MW_RS13225,2602104,2603063,MW2439,2602104,2603063,Putative ring-cleaving dioxygenase MhqA,mhqA_3,A476_02412,2581463,2582422,SAS_RS13090,2581463,2582422,SAS2404,2581463,2582422,Putative ring-cleaving dioxygenase MhqA,mhqA_3,MRSA252_02570,2685336,2686304,SAR_RS13640,2685336,2686304,SAR2599,2685336,2686304,Putative ring-cleaving dioxygenase MhqA
mhqD,mhqD,mhqD,HG003_02497,2603414,2604007,SAOUHSC_02824,2603414,2604007,Putative hydrolase MhqD,mhqD,USA300_02523,2654922,2655515,USA300HOU_RS13655,2654922,2655515,USA300HOU_2508,2654922,2655515,Putative hydrolase MhqD,mhqD,MW2_02432,2601480,2602073,MW_RS13220,2601480,2602073,MW2438,2601480,2602073,Putative hydrolase MhqD,mhqD,A476_02411,2580839,2581432,SAS_RS13085,2580839,2581432,SAS2403,2580839,2581435,Putative hydrolase MhqD,mhqD,MRSA252_02569,2684721,2685314,SAR_RS13635,2684721,2685314,SAR2598,2684721,2685317,Putative hydrolase MhqD
mhqR,mhqR,mhqR,HG003_02499,2605075,2605509,SAOUHSC_02826,2605075,2605509,HTH-type transcriptional regulator MhqR,mhqR,USA300_02525,2656583,2657017,USA300HOU_RS13665,2656583,2657017,USA300HOU_2510,2656583,2657017,HTH-type transcriptional regulator MhqR,mhqR,MW2_02434,2603140,2603574,MW_RS13230,2603140,2603574,MW2440,2603140,2603574,HTH-type transcriptional regulator MhqR,mhqR,A476_02413,2582499,2582933,SAS_RS13095,2582499,2582933,SAS2405,2582499,2582933,HTH-type transcriptional regulator MhqR,mhqR,MRSA252_02571,2686382,2686816,SAR_RS13645,2686382,2686816,SAR2600,2686382,2686816,HTH-type transcriptional regulator MhqR
miaA,miaA,miaA,HG003_01129,1237690,1238625,SAOUHSC_01280,1237690,1238625,tRNA dimethylallyltransferase,miaA,USA300_01233,1331607,1332542,USA300HOU_RS06560,1331607,1332542,USA300HOU_1234,1331607,1332542,tRNA dimethylallyltransferase,miaA,MW2_01184,1302184,1303119,MW_RS06355,1302184,1303119,MW1186,1302184,1303119,tRNA dimethylallyltransferase,miaA,A476_01225,1330679,1331614,SAS_RS06555,1330679,1331614,SAS1236,1330679,1331614,tRNA dimethylallyltransferase,miaA,MRSA252_01243,1343887,1344822,SAR_RS06535,1343887,1344883,SAR1278,1343887,1344822,tRNA dimethylallyltransferase
miaB,miaB,miaB,HG003_01119,1223950,1225494,SAOUHSC_01269,1223950,1225494,tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase,miaB,USA300_01223,1317867,1319411,USA300HOU_RS06510,1317867,1319411,USA300HOU_1224,1317867,1319411,tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase,miaB,MW2_01174,1288434,1289978,MW_RS06305,1288434,1289978,MW1175,1288434,1289978,tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase,miaB,A476_01215,1316929,1318473,SAS_RS06505,1316929,1318473,SAS1226,1316929,1318473,tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase,miaB,MRSA252_01233,1330136,1331680,SAR_RS06485,1330136,1331680,SAR1268,1330136,1331680,tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
mleN_2,mleN,mleN_2,HG003_02306,2390182,2391495,SAOUHSC_02601,2390182,2391393,Malate-2H(+)/Na(+)-lactate antiporter,mleN_2,USA300_02334,2443534,2444847,USA300HOU_RS12590,2443534,2444847,USA300HOU_2306,2443534,2444913,Malate-2H(+)/Na(+)-lactate antiporter,mleN_2,MW2_02247,2392374,2393687,MW_RS12190,2392374,2393687,MW2247,2392374,2393753,Malate-2H(+)/Na(+)-lactate antiporter,mleN_2,A476_02226,2371479,2372792,SAS_RS12055,2371479,2372792,SAS2219,2371479,2372858,Malate-2H(+)/Na(+)-lactate antiporter,mleN_2,MRSA252_02382,2479295,2480605,SAR_RS12610,2479295,2480605,SAR2411,2479295,2480671,Malate-2H(+)/Na(+)-lactate antiporter
mleS,mleS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mleS,MRSA252_00798,866923,868557,SAR_RS04205,866923,868557,SAR0824,866923,868557,Malolactic enzyme
mnaA_2,mnaA,mnaA_2,HG003_02088,2174506,2175633,SAOUHSC_02352,2174506,2175633,UDP-N-acetylglucosamine 2-epimerase,mnaA_2,USA300_02118,2227978,2229105,USA300HOU_RS11400,2227978,2229105,USA300HOU_2101,2227978,2229108,UDP-N-acetylglucosamine 2-epimerase,mnaA_2,MW2_02044,2188885,2190012,MW_RS11090,2188885,2190012,MW2035,2188885,2190015,UDP-N-acetylglucosamine 2-epimerase,mnaA_2,A476_02023,2167990,2169117,SAS_RS10955,2167990,2169117,SAS2014,2167990,2169120,UDP-N-acetylglucosamine 2-epimerase,mnaA_2,MRSA252_02168,2266598,2267728,SAR_RS11465,2266598,2267728,SAR2199,2266598,2267731,UDP-N-acetylglucosamine 2-epimerase
mnhA1,mnhA_1,mnhA1,HG003_00780,851552,853957,SAOUHSC_00889,851552,853957,Na(+)/H(+) antiporter subunit A1,mnhA1,USA300_00885,945637,948042,USA300HOU_RS04720,945637,948042,USA300HOU_0912,945637,948042,Na(+)/H(+) antiporter subunit A1,mnhA1,MW2_00838,915637,918042,MW_RS04510,915637,918042,MW0834,915637,918042,Na(+)/H(+) antiporter subunit A1,mnhA1,A476_00815,899606,902011,SAS_RS04400,899606,902011,SAS0822,899606,902011,Na(+)/H(+) antiporter subunit A1,mnhA1,MRSA252_00886,947597,950002,SAR_RS04655,947597,950002,SAR0914,947597,950002,Na(+)/H(+) antiporter subunit A1
